author,date,address,bank,rating,review_title_by_user,review,bank_image,rating_title_by_user,useful_count
AR,"Mar 12, 2020",Hyderabad,Axis Bank,2,"""Medium""",I am having a salary account with AXIS bank for just 3 months back. There is no hidden charges in this bank. It is a  zero balance account. I am using mobile app and it is user friendly to access. I use this account only for transact the amount. Mostly do online transaction rather than ATM.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Expected more,1
RAJAGOPAL,"Mar 12, 2020",Tirupur,review,4,"""Good Service""","I have Karnataka  bank  saving account which i am using for  8 years .There  will be  message alert and there was no difficulties faced so far . customer service is also  good ,if have any query getting good response and banking service  is good and satisfied .Each transaction is done  very frequently .",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,4
LOGANAT,"Mar 12, 2020",Chennai,Axis Bank,5,"""Very Good Loan Service""","I have opened Axis bank salary account last 3 years ago.          I have to maintain a minimum balance of Rs. 10,000 even though its salary account. They don't take any hidden charges. Its comfortable to use the net banking and mobile app facility. I have no idea about the other bank ATM withdrawal charges.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
NAR,"Mar 12, 2020",Bangalore,HDFC Bank,5,"""Good """,I maintain my saving account from HDFC bank  just  4 months back. Since my friend has suggested and mean while  in my future I am going to take home loan so opened an account. Need to maintain minimum charge of 5K  which is nominal.  I am getting offers message from their end.  i get alert message on time from bank end for each transaction.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
KA,"Mar 12, 2020",Bangalore,SBI,5,"""Good """,I have been holding a salary account with SBI approximately  13 yeas. I need to maintain a minimum balance of  around 10K. There is some SMS  and  ATM charges are applicable on quarterly up to 70 rupees. Mobile app is fine to use.  ATM and branches services are good.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,1
ANONYMOUS,"Mar 12, 2020",Chennai,Kotak,4,"""Better Account""","Recently i have opened the savings account from Kotak Mahindra bank but i have not made any transaction from this account. They have provided me a zero balance account. To get a valid address proof, i have opened this account. I can find the branches in all the places. They are not taking any kind of hidden charges.",https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Great!,1
M A,"Mar 12, 2020",Chennai,IndusInd Bank,5,"""Good Account""",At earlier in my previous company  they have provided a salary account from Indusind bank. They don't take any charges for other ATM withdrawal. They don't deduct any hidden charges. I have been using the mobile app of this bank and its better to use. Its a zero balance account to use.,https://static.bankbazaar.com/images/common/bank-logo/indusind.png,Blown Away!,5
PAL,"Mar 12, 2020",Pune,review,3,"""Need to provide more atm and branches ""","During my college days I got a chance to open an account in ALLAHABAD BANK. Hence I am holding an account for  6- 7 years. Need to maintain a minimum of 2K, if not charges are nominal.  Branches are far away to reach them from my place.  Since I preferred online transaction rather than for ATM.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Satisfactory,5
M A,"Mar 12, 2020",Chennai,SBI,5,"""Good App""","Overall I have been using State Bank account for more than 8 years but for past 1 year, I have been using it as a salary account anyway i need to maintain a minimum balance of Rs. 5,000. Chosen this bank because when i was in native i opened this account because to do the deposit, its a easy way because of the cash deposit machine and i can do most of my transactions through their app.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
S    KAMLESH,"Mar 12, 2020",Mumbai,review,5,"""Best  Service""","I am using Bank of Baroda  salary account  which is very comfortable .I am using  net banking mobile banking it is transaction history can be  checked and can be used for money transfer ,it is good to use  and very user friendly, everything is good ,customer service is also good and not faced any drawbacks .",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,2
M H V,"Mar 12, 2020",Chennai,Axis Bank,3,"""Good customer care service""","Axis bank have a good customer care because they are interacting the customer in a polite way. My friends referred me about this bank hence I chose this bank for my savings account. Its a zero balance account to use. Its nice to use the net banking facility. Overall, I'm happy about the service.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Satisfactory,1
VI,"Mar 12, 2020",Pune,review,4,"""Good service """,I am using saving account from  BANK OF MAHARASHTRA for the past  6-7 years. I have to maintain a minimum balance of 2K. Atm and branches services  are good and easy to reach from my place. SMS will be get on quick for each transaction. Their service is good and supportive.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,10
JAWALE,"Mar 12, 2020",Pune,review,3,"""Need to improve their service ""","I  am holding  my salary account with Bank of Baroda past  4 years. There is some hidden charges which the amount as deducted on annual fee above 200 rupees. Atm and branches are near. SMS charges are applicable on annual of 100 rupees. The people are not supportable and not easy to reach them, if I do a transaction more than 5 times charges are  applicable of 25 rupees.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Satisfactory,4
WALI,"Mar 12, 2020",Bangalore,review,5,"""Good Account""",Sometime they will deduct money from my account without mentioning the reason and they just its a services on my Syndicate bank salary acccount. I need to maintain a minimum balance of Rs. 1000 and above. I cannot able to download the statement on their mobile app and they do have net banking facility which will not work most of the times.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,4
V   ANDEY,"Mar 11, 2020",Hyderabad,SBI,4,"""Good service""",I am using SBI salary account which is used very frequently.I am using this account for the past 3 years only .I am using net banking as well as mobile banking service both are very user friendly and  these are used for money transfer as well as credit card bill payment .customer service is also good to me and there was no drawbacks faced so far.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,1
M  VENKAT,"Mar 11, 2020",Bangalore,review,5,"""Good service""",I have HSBC bank salary account for more than 3 years.Transaction is safe and secure and i am not using net banking and mobile banking .I use this account for phone pay and Google pay for online transactions. The customer service is also good and getting good response. The banking service is much comfortable .,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,4
S B,"Mar 11, 2020",Pune,review,5,"""Good account for high salaried people""","I opened my salary account with Standard Chartered bank for almost 2 years ago. There is only branch available in Pune hence i need to travel a lot for depositing the cash and other request. ATM facility also less in my city.  Earlier they were not charging any additional for other ATM withdrawal but now after completion of 10 transaction from other ATM, they are charging Rs. 25 for per transactions.  If they are improving the ATM facility, it would be fine. They don't provide any offers to the customer.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,7
ANONYMOUS,"Mar 11, 2020",Chennai,Canara Bank,4,"""Good Account""",I opened my savings account from CANARA bank and I have been using for last 6 years. Chosen this account in my home town because the branch is located to nearby my place. Executive response was good and I need to hold a minimum balance of Rs. 1000. Their app facility is convenient to use. I could find branches and ATM in all the places.,https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Great!,8
S K,"Mar 11, 2020",Chennai,review,4,"""Good Account""","My company was offered me 5 banks but I have chosen standard Chartered bank and its a zero balance account to use. There is no ATM withdrawal charges even I do  from other bank. I have selected the same. In net banking facility, some features are not available like downloading the statement through PDF options.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,6
